IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.3.12,8443,8443,true,HKG,Asia Pacific,Hong Kong,66,6.35
47.236.104.11,2087,2087,true,SIN,Asia Pacific,Singapore,160,6.35
47.236.169.164,2052,2052,false,SIN,Asia Pacific,Singapore,45,6.34
47.236.5.223,8880,8880,false,SIN,Asia Pacific,Singapore,35,6.34
8.218.18.235,8443,8443,true,HKG,Asia Pacific,Hong Kong,104,6.34
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,50,6.33
47.236.104.11,2053,2053,true,SIN,Asia Pacific,Singapore,75,6.33
8.217.250.5,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,6.33
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,71,6.32
8.222.221.90,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.32
8.210.146.108,2053,2053,true,HKG,Asia Pacific,Hong Kong,49,6.32
8.218.48.92,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,6.32
47.76.77.103,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,6.32
8.210.250.120,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,6.32
8.210.192.93,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,6.31
8.217.239.116,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,6.31
8.222.184.198,2083,2083,true,SIN,Asia Pacific,Singapore,71,6.31
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,6.31
47.236.5.223,2096,2096,true,SIN,Asia Pacific,Singapore,57,6.31
8.219.104.242,2052,2052,false,SIN,Asia Pacific,Singapore,10,6.31
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,6.31
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,158,6.31
8.219.100.155,2096,2096,true,SIN,Asia Pacific,Singapore,113,6.31
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,38,6.30
8.210.39.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,36,6.30
47.242.171.94,2083,2083,true,HKG,Asia Pacific,Hong Kong,84,6.30
8.222.167.147,8880,8880,false,SIN,Asia Pacific,Singapore,23,6.30
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,6.30
8.210.119.11,2096,2096,true,HKG,Asia Pacific,Hong Kong,63,6.30
8.218.110.180,2052,2052,false,HKG,Asia Pacific,Hong Kong,98,6.30
47.242.17.250,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,6.30
8.222.214.231,2087,2087,true,SIN,Asia Pacific,Singapore,102,6.30
8.222.249.190,2053,2053,true,SIN,Asia Pacific,Singapore,58,6.29
8.222.128.131,2083,2083,true,SIN,Asia Pacific,Singapore,76,6.29
47.76.77.103,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,6.28
47.243.203.119,2096,2096,true,HKG,Asia Pacific,Hong Kong,66,6.28
47.245.115.6,443,443,true,SIN,Asia Pacific,Singapore,16,6.28
47.236.116.26,8880,8880,false,SIN,Asia Pacific,Singapore,29,6.28
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.28
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,92,6.28
47.245.93.74,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.28
8.217.251.62,8443,8443,true,HKG,Asia Pacific,Hong Kong,110,6.27
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,6.27
8.222.208.83,2095,2095,false,SIN,Asia Pacific,Singapore,4,6.27
8.219.73.188,2095,2095,false,SIN,Asia Pacific,Singapore,15,6.27
47.245.114.163,2082,2082,false,SIN,Asia Pacific,Singapore,4,6.27
47.243.161.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,62,6.26
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,76,6.26
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,6.26
8.219.106.15,2053,2053,true,SIN,Asia Pacific,Singapore,74,6.25
47.242.17.250,2096,2096,true,HKG,Asia Pacific,Hong Kong,76,6.25
8.219.170.180,2095,2095,false,SIN,Asia Pacific,Singapore,16,6.25
8.218.211.17,2087,2087,true,HKG,Asia Pacific,Hong Kong,71,6.25
8.217.250.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,6.25
8.222.180.242,8443,8443,true,SIN,Asia Pacific,Singapore,71,6.25
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,103,6.24
8.219.58.64,2053,2053,true,SIN,Asia Pacific,Singapore,57,6.24
8.222.183.242,2083,2083,true,SIN,Asia Pacific,Singapore,77,6.23
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,114,6.23
47.236.169.15,80,80,false,SIN,Asia Pacific,Singapore,22,6.23
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,69,6.23
47.236.104.98,2095,2095,false,SIN,Asia Pacific,Singapore,43,6.22
8.218.211.17,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,6.21
47.76.77.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,6.21
8.222.249.98,2086,2086,false,SIN,Asia Pacific,Singapore,7,6.21
8.210.151.69,8443,8443,true,HKG,Asia Pacific,Hong Kong,56,6.21
8.210.151.69,2086,2086,false,HKG,Asia Pacific,Hong Kong,131,6.20
47.245.114.163,2052,2052,false,SIN,Asia Pacific,Singapore,9,6.20
8.222.210.182,8880,8880,false,SIN,Asia Pacific,Singapore,3,6.20
8.219.11.158,8443,8443,true,SIN,Asia Pacific,Singapore,34,6.20
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,6.20
47.245.107.174,2053,2053,true,SIN,Asia Pacific,Singapore,23,6.20
8.217.49.34,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,6.19
8.219.142.191,8443,8443,true,SIN,Asia Pacific,Singapore,96,6.19
8.222.254.91,2082,2082,false,SIN,Asia Pacific,Singapore,13,6.19
47.245.126.151,2096,2096,true,SIN,Asia Pacific,Singapore,44,6.19
8.210.65.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,6.18
8.219.4.122,2095,2095,false,SIN,Asia Pacific,Singapore,7,6.18
8.218.149.193,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,6.18
8.222.162.45,2086,2086,false,SIN,Asia Pacific,Singapore,23,6.18
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,40,6.18
8.222.144.50,80,80,false,SIN,Asia Pacific,Singapore,40,6.17
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,23,6.17
8.219.5.10,8080,8080,false,SIN,Asia Pacific,Singapore,17,6.16
8.222.208.38,2086,2086,false,SIN,Asia Pacific,Singapore,4,6.16
8.222.214.231,8080,8080,false,SIN,Asia Pacific,Singapore,5,6.16
8.217.167.88,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.16
47.236.202.91,8080,8080,false,SIN,Asia Pacific,Singapore,60,6.15
47.76.80.72,2096,2096,true,HKG,Asia Pacific,Hong Kong,102,6.15
47.76.37.57,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,6.15
47.236.116.182,80,80,false,SIN,Asia Pacific,Singapore,37,6.14
47.236.75.113,8880,8880,false,SIN,Asia Pacific,Singapore,14,6.14
47.243.183.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,6.14
8.219.3.53,443,443,true,SIN,Asia Pacific,Singapore,37,6.14
8.219.5.10,8880,8880,false,SIN,Asia Pacific,Singapore,22,6.14
8.222.138.164,80,80,false,SIN,Asia Pacific,Singapore,24,6.13
8.222.138.164,2082,2082,false,SIN,Asia Pacific,Singapore,11,6.13
8.219.40.255,8443,8443,true,SIN,Asia Pacific,Singapore,53,6.13
8.219.100.155,8080,8080,false,SIN,Asia Pacific,Singapore,13,6.13
8.222.160.176,2095,2095,false,SIN,Asia Pacific,Singapore,22,6.12
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,39,6.12
8.218.105.223,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,6.12
8.219.97.179,2083,2083,true,SIN,Asia Pacific,Singapore,110,6.12
8.222.144.117,2086,2086,false,SIN,Asia Pacific,Singapore,6,6.11
8.222.244.123,2053,2053,true,SIN,Asia Pacific,Singapore,109,6.11
8.210.250.120,8443,8443,true,HKG,Asia Pacific,Hong Kong,39,6.11
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,19,6.11
8.210.3.24,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,6.11
47.236.104.98,2053,2053,true,SIN,Asia Pacific,Singapore,40,6.11
8.219.188.162,2086,2086,false,SIN,Asia Pacific,Singapore,12,6.10
8.217.207.60,443,443,true,HKG,Asia Pacific,Hong Kong,51,6.10
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,52,6.09
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,6.09
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,6.09
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,6.09
8.222.146.222,2086,2086,false,SIN,Asia Pacific,Singapore,25,6.09
8.222.184.198,2095,2095,false,SIN,Asia Pacific,Singapore,19,6.09
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,6.08
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,6.08
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,6.08
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,28,6.07
47.245.86.230,2083,2083,true,SIN,Asia Pacific,Singapore,13,6.07
8.219.50.180,2086,2086,false,SIN,Asia Pacific,Singapore,3,6.07
8.218.110.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,6.07
47.245.105.224,8443,8443,true,SIN,Asia Pacific,Singapore,40,6.07
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,6.07
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,34,6.07
8.222.249.98,80,80,false,SIN,Asia Pacific,Singapore,4,6.06
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,6.06
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,6.06
8.219.100.168,8443,8443,true,SIN,Asia Pacific,Singapore,104,6.06
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,104,6.06
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,95,6.06
47.236.75.113,2096,2096,true,SIN,Asia Pacific,Singapore,119,6.06
8.222.221.86,8880,8880,false,SIN,Asia Pacific,Singapore,9,6.05
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,58,6.05
47.242.17.250,2053,2053,true,HKG,Asia Pacific,Hong Kong,46,6.05
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,67,6.05
8.222.254.91,2095,2095,false,SIN,Asia Pacific,Singapore,16,6.05
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,6.04
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,6.03
8.222.219.34,2052,2052,false,SIN,Asia Pacific,Singapore,14,6.03
47.237.8.82,2087,2087,true,SIN,Asia Pacific,Singapore,96,6.03
47.245.115.6,2082,2082,false,SIN,Asia Pacific,Singapore,5,6.03
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,6.03
8.210.101.157,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,6.02
8.219.61.52,2082,2082,false,SIN,Asia Pacific,Singapore,25,6.02
8.210.151.69,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,6.02
8.219.113.232,2086,2086,false,SIN,Asia Pacific,Singapore,6,6.02
8.219.66.156,8880,8880,false,NRT,Asia Pacific,Tokyo,79,6.01
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,86,6.01
47.236.97.90,8080,8080,false,SIN,Asia Pacific,Singapore,37,6.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,38,6.00
8.222.226.15,2095,2095,false,SIN,Asia Pacific,Singapore,30,6.00
8.219.50.180,8880,8880,false,SIN,Asia Pacific,Singapore,36,6.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,6.00
8.219.151.193,8080,8080,false,SIN,Asia Pacific,Singapore,78,5.99
8.222.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,67,5.99
8.218.65.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,5.99
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,84,5.99
47.243.162.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.99
8.210.65.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,5.99
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,37,5.98
8.222.180.242,2082,2082,false,SIN,Asia Pacific,Singapore,13,5.98
47.91.31.231,8443,8443,true,NRT,Asia Pacific,Tokyo,108,5.98
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,28,5.98
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,5.98
8.222.193.65,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.97
47.242.17.250,8443,8443,true,HKG,Asia Pacific,Hong Kong,114,5.97
8.218.146.204,8443,8443,true,HKG,Asia Pacific,Hong Kong,82,5.97
8.218.149.193,8880,8880,false,HKG,Asia Pacific,Hong Kong,75,5.97
8.218.136.25,80,80,false,HKG,Asia Pacific,Hong Kong,79,5.97
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.97
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.96
47.243.162.49,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.96
47.245.115.6,2086,2086,false,SIN,Asia Pacific,Singapore,4,5.96
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,5.95
47.245.93.74,2096,2096,true,SIN,Asia Pacific,Singapore,55,5.95
47.76.49.246,80,80,false,HKG,Asia Pacific,Hong Kong,60,5.94
8.219.100.155,2053,2053,true,SIN,Asia Pacific,Singapore,112,5.94
47.236.104.98,443,443,true,SIN,Asia Pacific,Singapore,178,5.94
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,15,5.94
8.218.65.237,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,5.94
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,60,5.93
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,99,5.93
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,106,5.93
47.245.115.6,8443,8443,true,SIN,Asia Pacific,Singapore,18,5.93
8.219.66.156,80,80,false,NRT,Asia Pacific,Tokyo,83,5.93
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,67,5.93
8.222.226.15,80,80,false,SIN,Asia Pacific,Singapore,4,5.92
8.219.140.63,2082,2082,false,SIN,Asia Pacific,Singapore,35,5.91
8.210.245.224,2087,2087,true,HKG,Asia Pacific,Hong Kong,48,5.91
8.222.136.247,2052,2052,false,SIN,Asia Pacific,Singapore,38,5.90
47.236.7.106,2086,2086,false,SIN,Asia Pacific,Singapore,24,5.89
8.222.252.150,8443,8443,true,SIN,Asia Pacific,Singapore,154,5.89
47.236.93.176,2087,2087,true,SIN,Asia Pacific,Singapore,147,5.89
8.217.164.10,80,80,false,HKG,Asia Pacific,Hong Kong,58,5.89
8.218.22.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,5.89
8.222.244.123,8880,8880,false,SIN,Asia Pacific,Singapore,3,5.88
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,5.88
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.87
8.222.138.164,2096,2096,true,SIN,Asia Pacific,Singapore,63,5.87
8.222.174.108,2052,2052,false,SIN,Asia Pacific,Singapore,73,5.87
47.245.93.74,443,443,true,SIN,Asia Pacific,Singapore,27,5.87
47.245.105.224,2053,2053,true,SIN,Asia Pacific,Singapore,68,5.87
8.219.40.255,2083,2083,true,SIN,Asia Pacific,Singapore,66,5.86
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,84,5.86
47.236.87.206,2083,2083,true,SIN,Asia Pacific,Singapore,122,5.86
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,5.85
8.222.187.4,2096,2096,true,SIN,Asia Pacific,Singapore,131,5.84
8.219.174.213,2082,2082,false,SIN,Asia Pacific,Singapore,18,5.83
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,20,5.83
8.219.104.37,2083,2083,true,SIN,Asia Pacific,Singapore,107,5.83
47.245.115.6,2083,2083,true,SIN,Asia Pacific,Singapore,33,5.83
8.217.251.62,80,80,false,HKG,Asia Pacific,Hong Kong,82,5.83
8.222.187.4,8880,8880,false,SIN,Asia Pacific,Singapore,9,5.83
8.210.119.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,5.82
8.209.240.195,2096,2096,true,NRT,Asia Pacific,Tokyo,80,5.82
47.245.86.230,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.82
47.245.118.70,2087,2087,true,SIN,Asia Pacific,Singapore,62,5.81
47.91.16.214,2096,2096,true,NRT,Asia Pacific,Tokyo,90,5.81
8.222.221.90,2083,2083,true,SIN,Asia Pacific,Singapore,58,5.81
47.236.83.239,2096,2096,true,SIN,Asia Pacific,Singapore,67,5.81
8.222.210.182,8080,8080,false,SIN,Asia Pacific,Singapore,2,5.81
8.218.136.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,101,5.81
8.218.65.237,2087,2087,true,HKG,Asia Pacific,Hong Kong,108,5.80
47.91.16.214,8443,8443,true,NRT,Asia Pacific,Tokyo,130,5.80
8.217.91.121,2053,2053,true,HKG,Asia Pacific,Hong Kong,155,5.80
8.222.255.15,443,443,true,SIN,Asia Pacific,Singapore,51,5.79
8.219.101.72,2086,2086,false,SIN,Asia Pacific,Singapore,590,5.79
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,18,5.79
8.210.250.120,80,80,false,HKG,Asia Pacific,Hong Kong,37,5.79
8.222.221.90,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.78
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,44,5.78
8.218.52.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.78
8.222.140.87,8443,8443,true,SIN,Asia Pacific,Singapore,86,5.78
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.78
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,85,5.78
8.222.134.170,2087,2087,true,SIN,Asia Pacific,Singapore,42,5.78
47.236.121.23,2053,2053,true,SIN,Asia Pacific,Singapore,84,5.78
8.222.128.131,2053,2053,true,SIN,Asia Pacific,Singapore,57,5.76
47.91.31.231,2083,2083,true,NRT,Asia Pacific,Tokyo,107,5.75
47.236.121.7,2083,2083,true,SIN,Asia Pacific,Singapore,85,5.75
47.237.8.82,80,80,false,SIN,Asia Pacific,Singapore,17,5.75
47.236.254.120,8880,8880,false,SIN,Asia Pacific,Singapore,12,5.75
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,15,5.75
8.218.65.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,5.75
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,5.73
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,136,5.73
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,5.72
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,27,5.72
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,64,5.72
8.222.128.131,443,443,true,SIN,Asia Pacific,Singapore,110,5.71
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,5.71
8.222.136.247,2087,2087,true,SIN,Asia Pacific,Singapore,72,5.71
47.236.116.182,8080,8080,false,SIN,Asia Pacific,Singapore,40,5.71
47.245.118.70,8443,8443,true,SIN,Asia Pacific,Singapore,65,5.71
8.217.239.116,2096,2096,true,HKG,Asia Pacific,Hong Kong,48,5.71
8.218.207.169,8443,8443,true,HKG,Asia Pacific,Hong Kong,87,5.71
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,21,5.70
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.70
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,5.69
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,5.69
47.236.180.51,8080,8080,false,SIN,Asia Pacific,Singapore,18,5.69
8.218.65.237,443,443,true,HKG,Asia Pacific,Hong Kong,85,5.68
8.219.106.156,443,443,true,SIN,Asia Pacific,Singapore,88,5.68
8.218.110.180,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,5.68
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,117,5.67
47.242.54.157,2083,2083,true,HKG,Asia Pacific,Hong Kong,80,5.67
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,48,5.67
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,43,5.66
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,37,5.66
8.219.99.169,2083,2083,true,SIN,Asia Pacific,Singapore,99,5.66
47.242.171.94,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,5.65
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,45,5.65
47.245.118.70,8880,8880,false,SIN,Asia Pacific,Singapore,4,5.65
8.218.181.189,2053,2053,true,HKG,Asia Pacific,Hong Kong,81,5.64
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,15,5.64
8.222.249.98,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.64
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,14,5.64
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,82,5.63
8.219.84.102,80,80,false,SIN,Asia Pacific,Singapore,107,5.63
47.245.108.213,2083,2083,true,SIN,Asia Pacific,Singapore,36,5.63
47.245.108.213,443,443,true,SIN,Asia Pacific,Singapore,42,5.63
47.236.7.106,2082,2082,false,SIN,Asia Pacific,Singapore,18,5.62
47.245.84.124,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.62
47.74.5.99,2082,2082,false,NRT,Asia Pacific,Tokyo,74,5.62
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,5.62
8.209.240.195,2087,2087,true,NRT,Asia Pacific,Tokyo,82,5.61
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,36,5.61
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,30,5.61
8.218.156.91,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,5.61
8.219.84.102,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.60
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,148,5.60
47.236.168.17,2096,2096,true,SIN,Asia Pacific,Singapore,129,5.60
8.218.11.90,2053,2053,true,HKG,Asia Pacific,Hong Kong,78,5.60
47.236.5.223,2083,2083,true,SIN,Asia Pacific,Singapore,79,5.60
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,26,5.60
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,35,5.59
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.59
47.245.93.74,2083,2083,true,SIN,Asia Pacific,Singapore,43,5.58
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,45,5.58
8.219.170.232,80,80,false,SIN,Asia Pacific,Singapore,4,5.58
47.236.117.48,2096,2096,true,SIN,Asia Pacific,Singapore,104,5.57
47.236.170.54,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.57
8.219.13.143,2083,2083,true,SIN,Asia Pacific,Singapore,32,5.57
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,5.57
8.222.128.131,2087,2087,true,SIN,Asia Pacific,Singapore,67,5.57
8.210.9.129,80,80,false,HKG,Asia Pacific,Hong Kong,35,5.56
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,36,5.55
8.218.136.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,69,5.55
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,77,5.55
8.217.250.222,2087,2087,true,HKG,Asia Pacific,Hong Kong,52,5.55
8.218.119.115,2087,2087,true,HKG,Asia Pacific,Hong Kong,96,5.55
8.218.201.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,98,5.55
47.236.7.106,2087,2087,true,SIN,Asia Pacific,Singapore,77,5.55
8.222.221.86,2086,2086,false,SIN,Asia Pacific,Singapore,3,5.55
8.218.149.193,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,5.54
47.245.114.163,2053,2053,true,SIN,Asia Pacific,Singapore,54,5.54
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,51,5.54
8.218.52.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,5.54
47.245.108.213,8080,8080,false,SIN,Asia Pacific,Singapore,12,5.54
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,5.52
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,91,5.52
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,5,5.52
8.219.159.232,2082,2082,false,SIN,Asia Pacific,Singapore,17,5.52
47.76.80.72,2053,2053,true,HKG,Asia Pacific,Hong Kong,56,5.51
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,96,5.51
47.236.121.7,8880,8880,false,SIN,Asia Pacific,Singapore,20,5.51
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,65,5.51
8.219.58.64,8080,8080,false,SIN,Asia Pacific,Singapore,3,5.51
8.222.226.15,2086,2086,false,SIN,Asia Pacific,Singapore,45,5.51
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,5.50
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,95,5.50
8.222.167.147,2083,2083,true,SIN,Asia Pacific,Singapore,72,5.50
47.242.54.157,2096,2096,true,HKG,Asia Pacific,Hong Kong,80,5.50
8.222.208.38,443,443,true,SIN,Asia Pacific,Singapore,19,5.50
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,3,5.49
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,37,5.49
47.242.176.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,5.49
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,96,5.49
47.236.104.11,2083,2083,true,SIN,Asia Pacific,Singapore,119,5.49
8.219.66.156,8080,8080,false,NRT,Asia Pacific,Tokyo,71,5.49
8.222.244.192,2082,2082,false,SIN,Asia Pacific,Singapore,8,5.49
8.219.74.35,2087,2087,true,SIN,Asia Pacific,Singapore,66,5.48
8.219.66.156,2052,2052,false,NRT,Asia Pacific,Tokyo,77,5.48
47.236.83.239,8080,8080,false,SIN,Asia Pacific,Singapore,13,5.48
8.219.178.101,2096,2096,true,SIN,Asia Pacific,Singapore,88,5.48
8.222.137.192,2087,2087,true,SIN,Asia Pacific,Singapore,81,5.47
8.222.255.15,2052,2052,false,SIN,Asia Pacific,Singapore,3,5.47
8.222.128.131,2096,2096,true,SIN,Asia Pacific,Singapore,59,5.47
47.236.104.11,2082,2082,false,SIN,Asia Pacific,Singapore,19,5.46
