IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.218.22.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,36,4.49
47.236.11.84,443,443,true,SIN,Asia Pacific,Singapore,80,4.48
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,71,4.48
8.210.192.93,2086,2086,false,HKG,Asia Pacific,Hong Kong,38,4.47
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,157,4.47
47.236.87.206,8080,8080,false,SIN,Asia Pacific,Singapore,23,4.47
47.243.70.197,443,443,true,HKG,Asia Pacific,Hong Kong,84,4.46
47.91.16.214,80,80,false,NRT,Asia Pacific,Tokyo,129,4.46
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,45,4.46
8.218.65.237,8443,8443,true,HKG,Asia Pacific,Hong Kong,70,4.46
8.219.107.135,2087,2087,true,SIN,Asia Pacific,Singapore,145,4.46
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,4.46
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,57,4.46
8.222.221.109,2083,2083,true,SIN,Asia Pacific,Singapore,29,4.46
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.45
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,7,4.45
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,88,4.45
47.243.161.235,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.45
8.222.236.229,2083,2083,true,SIN,Asia Pacific,Singapore,96,4.45
8.210.117.18,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,4.45
47.236.104.98,2086,2086,false,SIN,Asia Pacific,Singapore,16,4.44
47.243.183.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,4.44
8.218.207.169,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,4.44
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.44
8.209.240.195,2083,2083,true,NRT,Asia Pacific,Tokyo,79,4.43
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,23,4.43
8.222.180.86,2096,2096,true,SIN,Asia Pacific,Singapore,59,4.43
47.243.203.119,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.43
8.218.52.115,80,80,false,HKG,Asia Pacific,Hong Kong,44,4.43
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,35,4.43
8.222.224.17,2087,2087,true,SIN,Asia Pacific,Singapore,40,4.43
47.76.37.57,2083,2083,true,HKG,Asia Pacific,Hong Kong,88,4.42
47.236.10.182,8443,8443,true,SIN,Asia Pacific,Singapore,53,4.42
8.210.9.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,4.41
47.242.171.94,2096,2096,true,HKG,Asia Pacific,Hong Kong,62,4.41
47.236.93.176,2082,2082,false,SIN,Asia Pacific,Singapore,12,4.41
8.218.156.91,443,443,true,HKG,Asia Pacific,Hong Kong,70,4.41
47.236.116.182,443,443,true,SIN,Asia Pacific,Singapore,57,4.41
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,4.41
47.91.31.231,2095,2095,false,NRT,Asia Pacific,Tokyo,107,4.40
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,24,4.40
47.74.43.95,2083,2083,true,NRT,Asia Pacific,Tokyo,69,4.40
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,109,4.40
47.236.104.98,2082,2082,false,SIN,Asia Pacific,Singapore,26,4.39
47.76.80.72,2083,2083,true,HKG,Asia Pacific,Hong Kong,61,4.39
47.236.116.182,8080,8080,false,SIN,Asia Pacific,Singapore,64,4.39
47.76.49.246,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.39
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,4.38
8.218.122.55,2087,2087,true,HKG,Asia Pacific,Hong Kong,127,4.38
8.218.243.95,443,443,true,HKG,Asia Pacific,Hong Kong,70,4.37
8.222.214.13,2053,2053,true,SIN,Asia Pacific,Singapore,84,4.37
8.218.119.115,443,443,true,HKG,Asia Pacific,Hong Kong,67,4.37
8.222.164.209,2053,2053,true,SIN,Asia Pacific,Singapore,54,4.36
47.74.45.143,2082,2082,false,NRT,Asia Pacific,Tokyo,104,4.36
47.242.234.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,47,4.36
8.219.3.53,2096,2096,true,SIN,Asia Pacific,Singapore,13,4.36
47.74.7.51,2086,2086,false,NRT,Asia Pacific,Tokyo,85,4.36
8.222.140.87,2083,2083,true,SIN,Asia Pacific,Singapore,120,4.36
47.236.166.131,2087,2087,true,SIN,Asia Pacific,Singapore,56,4.36
47.76.49.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,4.35
47.245.84.124,2096,2096,true,SIN,Asia Pacific,Singapore,28,4.35
47.236.254.120,80,80,false,SIN,Asia Pacific,Singapore,55,4.35
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,91,4.35
8.218.146.204,2087,2087,true,HKG,Asia Pacific,Hong Kong,67,4.34
8.222.214.231,8443,8443,true,SIN,Asia Pacific,Singapore,114,4.34
8.217.164.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,151,4.34
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,4.34
47.242.59.216,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.34
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,111,4.33
8.210.245.224,8880,8880,false,HKG,Asia Pacific,Hong Kong,55,4.33
8.210.55.134,2096,2096,true,HKG,Asia Pacific,Hong Kong,86,4.33
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,4.33
8.219.179.34,2082,2082,false,SIN,Asia Pacific,Singapore,15,4.32
8.218.110.180,2083,2083,true,HKG,Asia Pacific,Hong Kong,79,4.32
8.210.65.1,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,4.32
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,4.32
8.222.219.34,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.32
8.222.164.209,443,443,true,SIN,Asia Pacific,Singapore,107,4.32
8.222.219.34,8080,8080,false,SIN,Asia Pacific,Singapore,6,4.31
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.31
8.217.248.220,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,4.31
8.217.167.88,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,4.31
8.210.192.93,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,4.31
47.74.45.143,80,80,false,NRT,Asia Pacific,Tokyo,80,4.30
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.30
47.242.17.250,80,80,false,HKG,Asia Pacific,Hong Kong,64,4.30
8.222.164.209,2087,2087,true,SIN,Asia Pacific,Singapore,77,4.29
47.242.59.216,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,4.29
47.236.7.106,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.29
47.91.16.214,8080,8080,false,NRT,Asia Pacific,Tokyo,100,4.29
8.218.122.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,4.28
8.222.212.172,2096,2096,true,SIN,Asia Pacific,Singapore,54,4.28
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,28,4.27
47.236.170.54,80,80,false,SIN,Asia Pacific,Singapore,23,4.27
47.74.45.143,8080,8080,false,NRT,Asia Pacific,Tokyo,73,4.27
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,49,4.27
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,14,4.27
47.236.116.26,2095,2095,false,SIN,Asia Pacific,Singapore,25,4.27
47.74.45.143,8880,8880,false,NRT,Asia Pacific,Tokyo,69,4.26
8.218.204.128,80,80,false,HKG,Asia Pacific,Hong Kong,47,4.26
47.236.104.98,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.26
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,93,4.25
47.242.79.71,2053,2053,true,HKG,Asia Pacific,Hong Kong,144,4.25
8.218.85.128,2083,2083,true,HKG,Asia Pacific,Hong Kong,90,4.25
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,85,4.25
47.243.203.119,2086,2086,false,HKG,Asia Pacific,Hong Kong,40,4.25
8.210.65.1,443,443,true,HKG,Asia Pacific,Hong Kong,32,4.25
47.236.238.103,80,80,false,SIN,Asia Pacific,Singapore,17,4.24
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,23,4.24
8.219.6.157,8443,8443,true,SIN,Asia Pacific,Singapore,29,4.23
8.222.226.15,2053,2053,true,SIN,Asia Pacific,Singapore,121,4.23
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,28,4.22
8.222.219.34,2083,2083,true,SIN,Asia Pacific,Singapore,113,4.22
47.236.14.118,443,443,true,SIN,Asia Pacific,Singapore,72,4.21
47.236.150.13,2087,2087,true,SIN,Asia Pacific,Singapore,98,4.21
8.210.117.18,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.20
47.236.167.231,2083,2083,true,SIN,Asia Pacific,Singapore,146,4.20
47.236.7.106,2052,2052,false,SIN,Asia Pacific,Singapore,22,4.20
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,33,4.19
8.222.249.190,2096,2096,true,SIN,Asia Pacific,Singapore,95,4.19
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,58,4.18
8.217.164.10,2053,2053,true,HKG,Asia Pacific,Hong Kong,66,4.18
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,4.18
47.242.232.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,4.18
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,33,4.18
8.217.251.62,2087,2087,true,HKG,Asia Pacific,Hong Kong,99,4.18
47.88.101.9,443,443,true,SJC,North America,San Jose,175,4.17
8.222.213.221,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.17
8.218.85.128,2096,2096,true,HKG,Asia Pacific,Hong Kong,70,4.17
8.217.193.25,2087,2087,true,HKG,Asia Pacific,Hong Kong,80,4.17
47.74.7.51,8880,8880,false,NRT,Asia Pacific,Tokyo,85,4.17
47.76.37.57,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.16
8.222.221.90,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.15
8.218.156.91,80,80,false,HKG,Asia Pacific,Hong Kong,39,4.15
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,82,4.15
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,38,4.14
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,40,4.14
47.236.14.118,443,443,true,SIN,Asia Pacific,Singapore,54,4.14
8.219.113.232,2083,2083,true,SIN,Asia Pacific,Singapore,106,4.14
8.222.212.172,2053,2053,true,SIN,Asia Pacific,Singapore,125,4.13
8.222.198.105,2053,2053,true,SIN,Asia Pacific,Singapore,56,4.13
8.218.2.181,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.13
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,80,4.12
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,84,4.12
47.91.16.214,2087,2087,true,NRT,Asia Pacific,Tokyo,83,4.12
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,46,4.09
8.210.245.224,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,4.09
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.09
47.236.113.184,443,443,true,SIN,Asia Pacific,Singapore,75,4.09
8.218.119.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,139,4.08
47.236.87.246,2095,2095,false,SIN,Asia Pacific,Singapore,20,4.08
8.222.140.87,2053,2053,true,SIN,Asia Pacific,Singapore,136,4.08
8.217.207.60,8443,8443,true,HKG,Asia Pacific,Hong Kong,107,4.08
47.236.85.11,8443,443,true,SIN,Asia Pacific,Singapore,133,4.08
47.88.85.197,2095,2095,false,SJC,North America,San Jose,175,4.07
8.217.167.88,2096,2096,true,HKG,Asia Pacific,Hong Kong,81,4.07
47.242.234.127,443,443,true,HKG,Asia Pacific,Hong Kong,88,4.07
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,38,4.07
8.218.8.142,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,4.07
8.218.156.91,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,4.07
8.222.219.34,8880,8880,false,SIN,Asia Pacific,Singapore,11,4.06
8.209.240.195,2095,2095,false,NRT,Asia Pacific,Tokyo,74,4.06
47.242.232.14,2096,2096,true,HKG,Asia Pacific,Hong Kong,72,4.05
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,77,4.05
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,56,4.05
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,45,4.05
47.237.8.82,2052,2052,false,SIN,Asia Pacific,Singapore,18,4.05
8.218.18.235,2053,2053,true,HKG,Asia Pacific,Hong Kong,117,4.05
47.242.202.230,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,4.04
8.219.142.191,8880,8880,false,SIN,Asia Pacific,Singapore,12,4.04
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,62,4.03
8.217.250.222,8443,8443,true,HKG,Asia Pacific,Hong Kong,113,4.03
8.210.174.156,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,4.03
47.76.37.57,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.03
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,37,4.03
8.210.245.224,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,4.03
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,4.02
47.236.10.100,8880,8880,false,SIN,Asia Pacific,Singapore,26,4.02
47.236.254.120,2052,2052,false,SIN,Asia Pacific,Singapore,52,4.02
8.219.1.92,8080,8080,false,SIN,Asia Pacific,Singapore,25,4.02
8.218.3.12,2086,2086,false,HKG,Asia Pacific,Hong Kong,36,4.02
47.74.37.50,2087,2087,true,NRT,Asia Pacific,Tokyo,91,4.02
47.245.84.124,2082,2082,false,SIN,Asia Pacific,Singapore,19,4.01
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,4.01
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.01
8.222.184.198,8443,8443,true,SIN,Asia Pacific,Singapore,54,4.01
47.74.43.95,2087,2087,true,NRT,Asia Pacific,Tokyo,116,4.01
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,119,4.01
47.236.93.176,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.01
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,4.01
8.218.122.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,4.01
8.218.211.17,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,4.00
47.74.43.95,8880,8880,false,NRT,Asia Pacific,Tokyo,82,4.00
8.219.113.232,2082,2082,false,SIN,Asia Pacific,Singapore,10,4.00
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,3.99
47.242.232.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,35,3.99
8.210.174.156,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,3.99
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,39,3.98
47.242.174.27,2083,2083,true,HKG,Asia Pacific,Hong Kong,82,3.98
8.218.136.25,2052,2052,false,HKG,Asia Pacific,Hong Kong,38,3.98
8.219.124.227,8080,8080,false,SIN,Asia Pacific,Singapore,3,3.98
8.217.167.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,122,3.97
47.237.8.82,2082,2082,false,SIN,Asia Pacific,Singapore,30,3.97
47.91.16.214,80,80,false,NRT,Asia Pacific,Tokyo,95,3.96
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,7,3.96
8.218.149.193,80,80,false,HKG,Asia Pacific,Hong Kong,42,3.96
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,25,3.96
47.76.49.246,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,3.96
47.236.97.90,8880,8880,false,SIN,Asia Pacific,Singapore,16,3.95
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,147,3.95
8.209.103.66,443,443,true,FRA,Europe,Frankfurt,248,3.94
8.222.244.123,2096,2096,true,SIN,Asia Pacific,Singapore,103,3.94
8.222.197.251,2096,2096,true,SIN,Asia Pacific,Singapore,98,3.94
47.91.16.214,2052,2052,false,NRT,Asia Pacific,Tokyo,79,3.94
47.243.203.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,36,3.94
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,25,3.94
47.74.7.51,8080,8080,false,NRT,Asia Pacific,Tokyo,88,3.93
8.218.65.237,2053,2053,true,HKG,Asia Pacific,Hong Kong,149,3.92
8.218.2.181,80,80,false,HKG,Asia Pacific,Hong Kong,56,3.92
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,95,3.92
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,23,3.92
47.236.97.90,2096,2096,true,SIN,Asia Pacific,Singapore,134,3.91
8.218.18.132,2083,2083,true,HKG,Asia Pacific,Hong Kong,131,3.91
47.242.171.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,3.90
8.219.122.55,2082,2082,false,SIN,Asia Pacific,Singapore,11,3.90
8.218.8.142,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,3.90
47.236.10.100,2095,2095,false,SIN,Asia Pacific,Singapore,15,3.90
47.236.172.71,2095,2095,false,SIN,Asia Pacific,Singapore,26,3.90
47.236.104.98,8080,8080,false,SIN,Asia Pacific,Singapore,39,3.90
8.222.252.150,8880,8880,false,SIN,Asia Pacific,Singapore,21,3.90
8.218.2.181,2083,2083,true,HKG,Asia Pacific,Hong Kong,91,3.89
8.219.74.35,2053,2053,true,SIN,Asia Pacific,Singapore,144,3.89
47.236.117.48,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.89
47.236.7.106,2086,2086,false,SIN,Asia Pacific,Singapore,11,3.89
8.219.111.147,80,80,false,SIN,Asia Pacific,Singapore,7,3.89
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,26,3.88
47.236.97.90,80,80,false,SIN,Asia Pacific,Singapore,15,3.88
47.245.107.174,2087,2087,true,SIN,Asia Pacific,Singapore,61,3.87
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,3.87
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,7,3.87
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,3.87
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,3.87
47.74.37.50,2082,2082,false,NRT,Asia Pacific,Tokyo,76,3.87
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,37,3.86
47.242.232.14,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.86
47.236.121.23,8080,8080,false,SIN,Asia Pacific,Singapore,31,3.86
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,111,3.86
8.218.149.193,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,3.86
47.74.37.50,8080,8080,false,NRT,Asia Pacific,Tokyo,82,3.85
8.218.110.180,80,80,false,HKG,Asia Pacific,Hong Kong,96,3.85
47.243.173.187,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,3.85
47.236.104.98,80,80,false,SIN,Asia Pacific,Singapore,28,3.85
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,44,3.84
8.209.240.195,2086,2086,false,NRT,Asia Pacific,Tokyo,74,3.84
47.236.7.106,8880,8880,false,SIN,Asia Pacific,Singapore,22,3.84
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,56,3.83
47.76.37.57,2096,2096,true,HKG,Asia Pacific,Hong Kong,110,3.83
47.243.162.49,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,3.83
47.236.117.48,8443,8443,true,SIN,Asia Pacific,Singapore,96,3.83
8.219.107.135,2082,2082,false,SIN,Asia Pacific,Singapore,14,3.83
47.242.79.71,80,80,false,HKG,Asia Pacific,Hong Kong,35,3.82
47.236.10.100,2052,2052,false,SIN,Asia Pacific,Singapore,20,3.82
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,36,3.82
47.236.83.239,2053,2053,true,SIN,Asia Pacific,Singapore,94,3.82
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,29,3.82
47.236.121.7,2086,2086,false,SIN,Asia Pacific,Singapore,22,3.82
8.210.156.6,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,3.81
8.218.48.92,2096,2096,true,HKG,Asia Pacific,Hong Kong,140,3.81
47.91.16.214,8880,8880,false,NRT,Asia Pacific,Tokyo,83,3.81
8.222.180.242,2096,2096,true,SIN,Asia Pacific,Singapore,64,3.81
8.219.103.126,2082,2082,false,SIN,Asia Pacific,Singapore,14,3.81
8.222.221.86,2052,2052,false,SIN,Asia Pacific,Singapore,8,3.81
8.209.240.195,8080,8080,false,NRT,Asia Pacific,Tokyo,73,3.80
47.91.16.214,2082,2082,false,NRT,Asia Pacific,Tokyo,80,3.80
47.91.31.231,2095,2095,false,NRT,Asia Pacific,Tokyo,85,3.80
8.222.164.209,2083,2083,true,SIN,Asia Pacific,Singapore,82,3.79
47.243.161.235,443,443,true,HKG,Asia Pacific,Hong Kong,72,3.79
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,3.78
8.222.224.17,2096,2096,true,SIN,Asia Pacific,Singapore,148,3.78
47.236.11.84,2082,2082,false,SIN,Asia Pacific,Singapore,22,3.77
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,3.77
47.91.31.231,2052,2052,false,NRT,Asia Pacific,Tokyo,95,3.77
8.218.243.95,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,3.77
47.91.16.214,2086,2086,false,NRT,Asia Pacific,Tokyo,82,3.76
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,45,3.76
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,3.76
47.236.11.84,2086,2086,false,SIN,Asia Pacific,Singapore,20,3.76
8.217.250.5,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,3.76
47.243.107.148,2096,2096,true,HKG,Asia Pacific,Hong Kong,73,3.75
47.242.232.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,3.75
8.222.226.15,2087,2087,true,SIN,Asia Pacific,Singapore,93,3.75
8.218.110.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,3.74
47.245.93.74,2087,2087,true,SIN,Asia Pacific,Singapore,30,3.74
8.218.156.91,2096,2096,true,HKG,Asia Pacific,Hong Kong,56,3.74
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,26,3.73
47.242.174.27,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,3.73
8.217.193.25,2053,2053,true,HKG,Asia Pacific,Hong Kong,172,3.73
47.236.87.206,8880,8880,false,SIN,Asia Pacific,Singapore,43,3.73
47.242.79.71,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,3.73
47.245.105.224,2087,2087,true,SIN,Asia Pacific,Singapore,36,3.73
47.236.83.239,2087,2087,true,SIN,Asia Pacific,Singapore,105,3.72
47.236.253.41,8880,8880,false,SIN,Asia Pacific,Singapore,61,3.72
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,43,3.72
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,43,3.72
8.219.13.143,2096,2096,true,SIN,Asia Pacific,Singapore,34,3.71
47.236.117.48,2087,2087,true,SIN,Asia Pacific,Singapore,174,3.71
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,9,3.71
8.218.127.249,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,3.71
47.242.234.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,86,3.70
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,3.70
47.76.37.57,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,3.70
8.222.252.150,2095,2095,false,SIN,Asia Pacific,Singapore,13,3.70
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,18,3.69
47.74.7.51,2095,2095,false,NRT,Asia Pacific,Tokyo,74,3.69
47.74.37.50,2052,2052,false,NRT,Asia Pacific,Tokyo,84,3.69
8.218.18.132,8443,8443,true,HKG,Asia Pacific,Hong Kong,83,3.69
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,3.68
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,3.68
8.222.219.34,8443,8443,true,SIN,Asia Pacific,Singapore,73,3.67
47.236.144.48,2082,2082,false,SIN,Asia Pacific,Singapore,33,3.67
8.210.119.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,48,3.66
47.74.43.95,80,80,false,NRT,Asia Pacific,Tokyo,92,3.66
8.217.164.10,2083,2083,true,HKG,Asia Pacific,Hong Kong,103,3.66
8.222.253.235,80,80,false,SIN,Asia Pacific,Singapore,45,3.66
8.219.3.53,2053,2053,true,SIN,Asia Pacific,Singapore,77,3.66
47.242.232.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,3.65
8.217.159.210,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,3.65
8.222.208.83,8443,8443,true,SIN,Asia Pacific,Singapore,76,3.65
8.222.138.164,8880,8880,false,SIN,Asia Pacific,Singapore,152,3.65
47.236.117.48,2053,2053,true,SIN,Asia Pacific,Singapore,92,3.65
8.218.119.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,70,3.65
8.217.159.210,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,3.65
8.217.145.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,3.65
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,74,3.65
8.222.209.223,2082,2082,false,SIN,Asia Pacific,Singapore,12,3.65
47.236.169.141,2082,2082,false,SIN,Asia Pacific,Singapore,18,3.64
8.219.4.122,2096,2096,true,SIN,Asia Pacific,Singapore,58,3.64
8.219.0.162,2096,2096,true,SIN,Asia Pacific,Singapore,33,3.64
8.217.91.121,2083,2083,true,HKG,Asia Pacific,Hong Kong,81,3.64
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,29,3.64
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,3.64
47.236.7.106,2052,2052,false,SIN,Asia Pacific,Singapore,54,3.64
47.242.79.71,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,3.63
8.218.119.115,8880,8880,false,HKG,Asia Pacific,Hong Kong,37,3.62
47.74.45.143,2052,2052,false,NRT,Asia Pacific,Tokyo,137,3.62
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,16,3.62
47.236.11.84,8880,8880,false,SIN,Asia Pacific,Singapore,21,3.62
8.218.105.223,80,80,false,HKG,Asia Pacific,Hong Kong,49,3.62
47.245.105.224,2082,2082,false,SIN,Asia Pacific,Singapore,4,3.61
47.91.31.231,2053,2053,true,NRT,Asia Pacific,Tokyo,144,3.61
47.236.116.26,2087,2087,true,SIN,Asia Pacific,Singapore,65,3.61
